Input String,Response String,text,Responder
Harry: What now?,"Hermione: It’s . . . horrible,","###Prompt: Harry: What now?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: It’s . . . horrible,",Hermione
"Hospital spokesman: St. Mungo’s deeply regrets the death of Mr. Bode, whose health was improving steadily prior to this tragic accident.","A spokeswizard for the hospital: We have strict guidelines on the decorations permitted on our wards but it appears that Healer Strout, busy over the Christmas period, overlooked the dangers of the plant on Mr. Bode’s bedside table.","###Prompt: Hospital spokesman: St. Mungo’s deeply regrets the death of Mr. Bode, whose health was improving steadily prior to this tragic accident.
Answer as if you are A spokeswizard for the hospital to the previous line.

###Assistant: A spokeswizard for the hospital: We have strict guidelines on the decorations permitted on our wards but it appears that Healer Strout, busy over the Christmas period, overlooked the dangers of the plant on Mr. Bode’s bedside table.",A spokeswizard for the hospital
Hospital spokesman: St. Mungo’s is as yet unable to account for the presence of the plant on the ward and asks any witch or wizard with information to come forward.,Ron: Bode . . . Bode. It rings a bell . . .,"###Prompt: Hospital spokesman: St. Mungo’s is as yet unable to account for the presence of the plant on the ward and asks any witch or wizard with information to come forward.
Answer as if you are Ron to the previous line.

###Assistant: Ron: Bode . . . Bode. It rings a bell . . .",Ron
"Hermione: We saw him, In St. Mungo’s, remember? He was in the bed opposite Lockhart’s, just lying there, staring at the ceiling. And we saw the Devil’s Snare arrive. She — the Healer — said it was a Christmas present . . .",Harry: How come we didn’t recognize Devil’s Snare . . . ? We’ve seen it before . . . we could’ve stopped this from happening . . .,"###Prompt: Hermione: We saw him, In St. Mungo’s, remember? He was in the bed opposite Lockhart’s, just lying there, staring at the ceiling. And we saw the Devil’s Snare arrive. She — the Healer — said it was a Christmas present . . .
Answer as if you are Harry to the previous line.

###Assistant: Harry: How come we didn’t recognize Devil’s Snare . . . ? We’ve seen it before . . . we could’ve stopped this from happening . . .",Harry
"Ron: Who expects Devil’s Snare to turn up in a hospital disguised as a potted plant? It’s not our fault, whoever sent it to the bloke is to blame! They must be a real prat, why didn’t they check what they were buying?","Hermione: Oh come on, Ron! I don’t think anyone could put Devil’s Snare in a pot and not realize it tries to kill whoever touches it?   This — this was murder. . . A clever murder, as well. . . . If the plant was sent anonymously, how’s anyone ever going to find out who did it?","###Prompt: Ron: Who expects Devil’s Snare to turn up in a hospital disguised as a potted plant? It’s not our fault, whoever sent it to the bloke is to blame! They must be a real prat, why didn’t they check what they were buying?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Oh come on, Ron! I don’t think anyone could put Devil’s Snare in a pot and not realize it tries to kill whoever touches it?   This — this was murder. . . A clever murder, as well. . . . If the plant was sent anonymously, how’s anyone ever going to find out who did it?",Hermione
"Harry: I met Bode, I saw him at the Ministry with your dad . . .",Ron: I’ve heard Dad talk about him at home! He was an Unspeakable — he worked in the Department of Mysteries! Where are you going?,"###Prompt: Harry: I met Bode, I saw him at the Ministry with your dad . . .
Answer as if you are Ron to the previous line.

###Assistant: Ron: I’ve heard Dad talk about him at home! He was an Unspeakable — he worked in the Department of Mysteries! Where are you going?",Ron
"Hermione: To send a letter, It . . . well, I don’t know whether . . . but it’s worth trying . . . and I’m the only one who can . . .Ron: I hate it when she does that, Would it kill her to tell us what she’s up to for once? It’d take her about ten more seconds — hey, Hagrid!","Hagrid: All righ’, you two?","###Prompt: Hermione: To send a letter, It . . . well, I don’t know whether . . . but it’s worth trying . . . and I’m the only one who can . . .Ron: I hate it when she does that, Would it kill her to tell us what she’s up to for once? It’d take her about ten more seconds — hey, Hagrid!
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: All righ’, you two?",Hagrid
"Harry: Are you okay, Hagrid?","Hagrid: Fine, fine, Jus’ busy, yeh know, usual stuff — lessons ter prepare — couple o’ salamanders got scale rot — an’ I’m on probation,","###Prompt: Harry: Are you okay, Hagrid?
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Fine, fine, Jus’ busy, yeh know, usual stuff — lessons ter prepare — couple o’ salamanders got scale rot — an’ I’m on probation,",Hagrid
Ron: You’re on probation? Sorry — I mean — you’re on probation?,"Hagrid: Yeah, ’S’no more’n I expected, ter tell yeh the truth. Yeh migh’ not’ve picked up on it, bu’ that inspection didn’ go too well, yeh know . . . anyway, Bes’ go an rub a bit more chili powder on them salamanders or their tails’ll be hangin’ off ’em next. See yeh, Harry . . . Ron . . .Susan: And I don’t know how you stand it, it’s horrible,","###Prompt: Ron: You’re on probation? Sorry — I mean — you’re on probation?
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Yeah, ’S’no more’n I expected, ter tell yeh the truth. Yeh migh’ not’ve picked up on it, bu’ that inspection didn’ go too well, yeh know . . . anyway, Bes’ go an rub a bit more chili powder on them salamanders or their tails’ll be hangin’ off ’em next. See yeh, Harry . . . Ron . . .Susan: And I don’t know how you stand it, it’s horrible,",Hagrid
"Hermione: They obviously can’t talk freely in the staffroom anymore, Not with Umbridge there.",Ron: Reckon they know anything new?,"###Prompt: Hermione: They obviously can’t talk freely in the staffroom anymore, Not with Umbridge there.
Answer as if you are Ron to the previous line.

###Assistant: Ron: Reckon they know anything new?",Ron
"Harry: If they do, we’re not going to hear about it, are we? Not after Decree . . . What number are we on now?","Jordan: Exploding Snap’s got nothing to do with Defense Against the Dark Arts, Professor! That’s not information relating to your subject!Hagrid: If she catches yeh, it’ll be all of our necks on the line,","###Prompt: Harry: If they do, we’re not going to hear about it, are we? Not after Decree . . . What number are we on now?
Answer as if you are Jordan to the previous line.

###Assistant: Jordan: Exploding Snap’s got nothing to do with Defense Against the Dark Arts, Professor! That’s not information relating to your subject!Hagrid: If she catches yeh, it’ll be all of our necks on the line,",Jordan
"Hermione: Maybe it’s a bit like an illness, A fever or something. It has to get worse before it gets better.","Harry: It’s lessons with Snape that are making it worse, I’m getting sick of my scar hurting, and I’m getting bored walking down that corridor every night. I just wish the door would open, I’m sick of standing staring at it —","###Prompt: Hermione: Maybe it’s a bit like an illness, A fever or something. It has to get worse before it gets better.
Answer as if you are Harry to the previous line.

###Assistant: Harry: It’s lessons with Snape that are making it worse, I’m getting sick of my scar hurting, and I’m getting bored walking down that corridor every night. I just wish the door would open, I’m sick of standing staring at it —",Harry
"Hermione: That’s not funny, Dumbledore doesn’t want you to have dreams about that corridor at all, or he wouldn’t have asked Snape to teach you Occlumency. You’re just going to have to work a bit harder in your lessons.","Harry: I am working! You try it sometime, Snape trying to get inside your head, it’s not a bundle of laughs, you know!","###Prompt: Hermione: That’s not funny, Dumbledore doesn’t want you to have dreams about that corridor at all, or he wouldn’t have asked Snape to teach you Occlumency. You’re just going to have to work a bit harder in your lessons.
Answer as if you are Harry to the previous line.

###Assistant: Harry: I am working! You try it sometime, Snape trying to get inside your head, it’s not a bundle of laughs, you know!",Harry
Ron: Maybe . . .,Hermione: Maybe what?,"###Prompt: Ron: Maybe . . .
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Maybe what?",Hermione
"Ron: Maybe it’s not Harry’s fault he can’t close his mind,",Hermione: What do you mean?,"###Prompt: Ron: Maybe it’s not Harry’s fault he can’t close his mind,
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: What do you mean?",Hermione
"Ron: Well, maybe Snape isn’t really trying to help Harry . . . Maybe, he’s actually trying to open Harry’s mind a bit wider . . . make it easier for You-Know —","Hermione: Shut up, Ron, How many times have you suspected Snape, and when have you ever been right? Dumbledore trusts him, he works for the Order, that ought to be enough.","###Prompt: Ron: Well, maybe Snape isn’t really trying to help Harry . . . Maybe, he’s actually trying to open Harry’s mind a bit wider . . . make it easier for You-Know —
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Shut up, Ron, How many times have you suspected Snape, and when have you ever been right? Dumbledore trusts him, he works for the Order, that ought to be enough.",Hermione
"Ron: He used to be a Death Eater, And we’ve never seen proof that he really swapped sides . . .","Hermione: Dumbledore trusts him, And if we can’t trust Dumbledore, we can’t trust anyone.Hermione: And about time! If it hadn’t come today . . . Harry, This is really important. . . . Do you think you could meet me in the Three Broomsticks around midday?","###Prompt: Ron: He used to be a Death Eater, And we’ve never seen proof that he really swapped sides . . .
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Dumbledore trusts him, And if we can’t trust Dumbledore, we can’t trust anyone.Hermione: And about time! If it hadn’t come today . . . Harry, This is really important. . . . Do you think you could meet me in the Three Broomsticks around midday?",Hermione
"Harry: Well . . . I dunno, Cho might be expecting me to spend the whole day with her. We never said what we were going to do.","Hermione: Well, bring her along if you must, But will you come?","###Prompt: Harry: Well . . . I dunno, Cho might be expecting me to spend the whole day with her. We never said what we were going to do.
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Well, bring her along if you must, But will you come?",Hermione
"Harry: Well . . . all right, but why?","Hermione: I haven’t got time to tell you now, I’ve got to answer this quickly —Cho Chang: Hi, Hi,","###Prompt: Harry: Well . . . all right, but why?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: I haven’t got time to tell you now, I’ve got to answer this quickly —Cho Chang: Hi, Hi,",Hermione
"Harry: Hi, Hi, Well — er — shall we go, then?","Cho Chang: Oh — yes . . . You really miss it, don’t you?","###Prompt: Harry: Hi, Hi, Well — er — shall we go, then?
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Oh — yes . . . You really miss it, don’t you?",Cho Chang
"Harry: Yeah, I do.",Cho Chang: Remember the first time we played against each other?,"###Prompt: Harry: Yeah, I do.
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Remember the first time we played against each other?",Cho Chang
"Harry: Yeah, You kept blocking me.","Cho Chang: And Wood told you not to be a gentleman and knock me off my broom if you had to, I heard he got taken on by Pride of Portree, is that right?","###Prompt: Harry: Yeah, You kept blocking me.
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: And Wood told you not to be a gentleman and knock me off my broom if you had to, I heard he got taken on by Pride of Portree, is that right?",Cho Chang
"Harry: Nah, it was Puddlemere United, I saw him at the World Cup last year.","Cho Chang: Oh, I saw you there too, remember? We were on the same campsite. It was really good, wasn’t it?","###Prompt: Harry: Nah, it was Puddlemere United, I saw him at the World Cup last year.
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Oh, I saw you there too, remember? We were on the same campsite. It was really good, wasn’t it?",Cho Chang
"Pansy: Potter and Chang! Urgh, Chang, I don’t think much of your taste. . . . At least Diggory was good-looking!",Harry: So . . . where d’you want to go?,"###Prompt: Pansy: Potter and Chang! Urgh, Chang, I don’t think much of your taste. . . . At least Diggory was good-looking!
Answer as if you are Harry to the previous line.

###Assistant: Harry: So . . . where d’you want to go?",Harry
"Cho Chang: Oh . . . I don’t mind, Um . . . shall we just have a look in the shops or something? It’s funny, isn’t it, And now ten Death Eaters are on the loose and there aren’t dementors anywhere . . .","Harry: Yeah, Yeah, it is weird . . .","###Prompt: Cho Chang: Oh . . . I don’t mind, Um . . . shall we just have a look in the shops or something? It’s funny, isn’t it, And now ten Death Eaters are on the loose and there aren’t dementors anywhere . . .
Answer as if you are Harry to the previous line.

###Assistant: Harry: Yeah, Yeah, it is weird . . .",Harry
Cho Chang: Um . . . d’you want to get a coffee?,"Harry: Yeah, all right, Where — ?","###Prompt: Cho Chang: Um . . . d’you want to get a coffee?
Answer as if you are Harry to the previous line.

###Assistant: Harry: Yeah, all right, Where — ?",Harry
"Cho Chang: Oh, there’s a really nice place just up here, haven’t you ever been to Madam Puddifoot’s? Cute, isn’t it?","Harry: Er . . . yeah,","###Prompt: Cho Chang: Oh, there’s a really nice place just up here, haven’t you ever been to Madam Puddifoot’s? Cute, isn’t it?
Answer as if you are Harry to the previous line.

###Assistant: Harry: Er . . . yeah,",Harry
"Cho Chang: Look, she’s decorated it for Valentine’s Day!",Harry: Aaah . . .,"###Prompt: Cho Chang: Look, she’s decorated it for Valentine’s Day!
Answer as if you are Harry to the previous line.

###Assistant: Harry: Aaah . . .",Harry
"Madam Puddifoot: What can I get you, m’dears?","Cho Chang: Two coffees, please,","###Prompt: Madam Puddifoot: What can I get you, m’dears?
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Two coffees, please,",Cho Chang
"Harry: Er . . . listen, d’you want to come with me to the Three Broomsticks at lunchtime? I’m meeting Hermione Granger there.",Cho Chang: You’re meeting Hermione Granger? Today?,"###Prompt: Harry: Er . . . listen, d’you want to come with me to the Three Broomsticks at lunchtime? I’m meeting Hermione Granger there.
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: You’re meeting Hermione Granger? Today?",Cho Chang
"Harry: Yeah. Well, she asked me to, so I thought I would. D’you want to come with me? She said it wouldn’t matter if you did.","Cho Chang: Oh . . . well . . . that was nice of her. He asked me out, you know, A couple of weeks ago. Roger. I turned him down, though. I came in here with Cedric last year, I’ve been meaning to ask you for ages. . . . Did Cedric — did he m-m-mention me at all before he died?","###Prompt: Harry: Yeah. Well, she asked me to, so I thought I would. D’you want to come with me? She said it wouldn’t matter if you did.
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Oh . . . well . . . that was nice of her. He asked me out, you know, A couple of weeks ago. Roger. I turned him down, though. I came in here with Cedric last year, I’ve been meaning to ask you for ages. . . . Did Cedric — did he m-m-mention me at all before he died?",Cho Chang
"Harry: There — there wasn’t time for him to say anything.  Erm . . . so .d’you . . . d’you get to see a lot of Quidditch in the holidays? You support the Tornados, right? Look, let’s not talk about Cedric right now. . . . Let’s talk about something else . . .","Cho Chang: I thought, I thought you’d u-u-understand! I need to talk about it! Surely you n-need to talk about it t-too! I mean, you saw it happen, d-didn’t you?","###Prompt: Harry: There — there wasn’t time for him to say anything.  Erm . . . so .d’you . . . d’you get to see a lot of Quidditch in the holidays? You support the Tornados, right? Look, let’s not talk about Cedric right now. . . . Let’s talk about something else . . .
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: I thought, I thought you’d u-u-understand! I need to talk about it! Surely you n-need to talk about it t-too! I mean, you saw it happen, d-didn’t you?",Cho Chang
"Harry: Well — I have talked about it, to Ron and Hermione, but —","Cho Chang: Oh, you’ll talk to Hermione Granger! But you won’t talk to me! P-perhaps it would be best if we just . . . just p-paid and you went and met up with Hermione G-Granger, like you obviously want to!","###Prompt: Harry: Well — I have talked about it, to Ron and Hermione, but —
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Oh, you’ll talk to Hermione Granger! But you won’t talk to me! P-perhaps it would be best if we just . . . just p-paid and you went and met up with Hermione G-Granger, like you obviously want to!",Cho Chang
Harry: Cho?,"Cho Chang: Go on, leave! I don’t know why you asked me out in the first place if you’re going to make arrangements to meet other girls right after me. . . . How many are you meeting after Hermione?","###Prompt: Harry: Cho?
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: Go on, leave! I don’t know why you asked me out in the first place if you’re going to make arrangements to meet other girls right after me. . . . How many are you meeting after Hermione?",Cho Chang
Harry: It’s not like that!,"Cho Chang: I’ll see you around, Harry,","###Prompt: Harry: It’s not like that!
Answer as if you are Cho Chang to the previous line.

###Assistant: Cho Chang: I’ll see you around, Harry,",Cho Chang
"Harry: Cho! Women! What did she want to talk about Cedric for anyway? Why does she always want to drag up a subject that makes her act like a human hosepipe?Harry: hey, Hagrid!","Hagrid: Harry, You all righ’?","###Prompt: Harry: Cho! Women! What did she want to talk about Cedric for anyway? Why does she always want to drag up a subject that makes her act like a human hosepipe?Harry: hey, Hagrid!
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Harry, You all righ’?",Hagrid
"Harry: You all righ’? Yeah, I’m fine, Er — are you okay?","Hagrid: Harry, Oh yeah, I’m grand, Harry, grand . . . In the same boat, you an’ me, aren’ we, Harry?","###Prompt: Harry: You all righ’? Yeah, I’m fine, Er — are you okay?
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Harry, Oh yeah, I’m grand, Harry, grand . . . In the same boat, you an’ me, aren’ we, Harry?",Hagrid
Harry: Well — no —,"Hagrid: Yeah . . . I’ve said it before. . . . Both outsiders, like, An’ both orphans. Yeah . . . both orphans. Makes a diff’rence, havin’ a decent family, Me dad was decent. An’ your mum an’ dad were decent. If they’d lived, life woulda bin diff’rent, eh?","###Prompt: Harry: Well — no —
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Yeah . . . I’ve said it before. . . . Both outsiders, like, An’ both orphans. Yeah . . . both orphans. Makes a diff’rence, havin’ a decent family, Me dad was decent. An’ your mum an’ dad were decent. If they’d lived, life woulda bin diff’rent, eh?",Hagrid
"Harry: Yeah . . . I s’pose,","Hagrid: Family, Whatever yeh say, blood’s important . . .","###Prompt: Harry: Yeah . . . I s’pose,
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Family, Whatever yeh say, blood’s important . . .",Hagrid
"Harry: Hagrid, where are you getting all these injuries?",Hagrid: Eh? Wha’ injuries?,"###Prompt: Harry: Hagrid, where are you getting all these injuries?
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Eh? Wha’ injuries?",Hagrid
Harry: All those!,"Hagrid: Harry, I got a rough job. I’ll be seein’ yeh, Harry. . . . Take care now . . .Hermione: Harry, Harry, over here! You’re early! I thought you were with Cho, I wasn’t expecting you for another hour at least!","###Prompt: Harry: All those!
Answer as if you are Hagrid to the previous line.

###Assistant: Hagrid: Harry, I got a rough job. I’ll be seein’ yeh, Harry. . . . Take care now . . .Hermione: Harry, Harry, over here! You’re early! I thought you were with Cho, I wasn’t expecting you for another hour at least!",Hagrid
Rita: Cho? A girl?,"Hermione: It’s none of your business if Harry’s been with a hundred girls, So you can put that away right now.","###Prompt: Rita: Cho? A girl?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: It’s none of your business if Harry’s been with a hundred girls, So you can put that away right now.",Hermione
Harry: What are you up to?,"Hermione: Yes,","###Prompt: Harry: What are you up to?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Yes,",Hermione
"Rita: Pretty girl, is she, Harry?","Hermione: One more word about Harry’s love life and the deal’s off and that’s a promise,","###Prompt: Rita: Pretty girl, is she, Harry?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: One more word about Harry’s love life and the deal’s off and that’s a promise,",Hermione
"Rita: What deal? You haven’t mentioned a deal yet, Miss Prissy, you just told me to turn up. Oh, one of these days . . .","Hermione: Listen, Harry, Find someone who cares, why don’t you?","###Prompt: Rita: What deal? You haven’t mentioned a deal yet, Miss Prissy, you just told me to turn up. Oh, one of these days . . .
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Listen, Harry, Find someone who cares, why don’t you?",Hermione
"Rita: They’ve run plenty of horrible stories about Harry this year without my help, How has that made you feel, Harry? Betrayed? Distraught? Misunderstood?","Hermione: He feels angry, of course, Because he’s told the Minister of Magic the truth and the Minister’s too much of an idiot to believe him.","###Prompt: Rita: They’ve run plenty of horrible stories about Harry this year without my help, How has that made you feel, Harry? Betrayed? Distraught? Misunderstood?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: He feels angry, of course, Because he’s told the Minister of Magic the truth and the Minister’s too much of an idiot to believe him.",Hermione
"Rita: So you actually stick to it, do you, that He-Who-Must-Not-Be-Named is back?","Harry: I wasn’t the sole witness, There were a dozen-odd Death Eaters there as well. Want their names?","###Prompt: Rita: So you actually stick to it, do you, that He-Who-Must-Not-Be-Named is back?
Answer as if you are Harry to the previous line.

###Assistant: Harry: I wasn’t the sole witness, There were a dozen-odd Death Eaters there as well. Want their names?",Harry
"Rita: I’d love them, A great bold headline: ‘Potter Accuses . . .’ A subheading: ‘Harry Potter Names Death Eaters Still Among Us. ’ And then, beneath a nice big photograph of you: ‘Disturbed teenage survivor of You-Know-Who’s attack, Harry Potter, 15, caused outrage yesterday by accusing respectable and prominent members of the Wizarding community of being Death Eaters . . .’ But of course, Little Miss Perfect wouldn’t want that story out there, would she?","Hermione: As a matter of fact, that’s exactly what Little Miss Perfect does want.","###Prompt: Rita: I’d love them, A great bold headline: ‘Potter Accuses . . .’ A subheading: ‘Harry Potter Names Death Eaters Still Among Us. ’ And then, beneath a nice big photograph of you: ‘Disturbed teenage survivor of You-Know-Who’s attack, Harry Potter, 15, caused outrage yesterday by accusing respectable and prominent members of the Wizarding community of being Death Eaters . . .’ But of course, Little Miss Perfect wouldn’t want that story out there, would she?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: As a matter of fact, that’s exactly what Little Miss Perfect does want.",Hermione
Luna:  Weasley Is Our King,Rita: You want me to report what he says about He-Who-Must-Not-Be-Named?,"###Prompt: Luna:  Weasley Is Our King
Answer as if you are Rita to the previous line.

###Assistant: Rita: You want me to report what he says about He-Who-Must-Not-Be-Named?",Rita
"Hermione: Yeah, The true story. All the facts. Exactly as Harry reports them. He’ll give you all the details, he’ll tell you the names of the undiscovered Death Eaters he saw there, he’ll tell you what Voldemort looks like now — oh, get a grip on yourself,","Rita: The Prophet wouldn’t print it. In case you haven’t noticed, nobody believes his cock-and-bull story. Everyone thinks he’s delusional. Now, if you let me write the story from that angle —","###Prompt: Hermione: Yeah, The true story. All the facts. Exactly as Harry reports them. He’ll give you all the details, he’ll tell you the names of the undiscovered Death Eaters he saw there, he’ll tell you what Voldemort looks like now — oh, get a grip on yourself,
Answer as if you are Rita to the previous line.

###Assistant: Rita: The Prophet wouldn’t print it. In case you haven’t noticed, nobody believes his cock-and-bull story. Everyone thinks he’s delusional. Now, if you let me write the story from that angle —",Rita
"Hermione: We don’t need another story about how Harry’s lost his marbles! We’ve had plenty of those already, thank you! I want him given the opportunity to tell the truth!","Rita: There’s no market for a story like that,","###Prompt: Hermione: We don’t need another story about how Harry’s lost his marbles! We’ve had plenty of those already, thank you! I want him given the opportunity to tell the truth!
Answer as if you are Rita to the previous line.

###Assistant: Rita: There’s no market for a story like that,",Rita
"Hermione: You mean the Prophet won’t print it because Fudge won’t let them,","Rita: All right, Fudge is leaning on the Prophet, but it comes to the same thing. They won’t print a story that shows Harry in a good light. Nobody wants to read it. It’s against the public mood. This last Azkaban breakout has got people quite worried enough. People just don’t want to believe You-Know-Who’s back.","###Prompt: Hermione: You mean the Prophet won’t print it because Fudge won’t let them,
Answer as if you are Rita to the previous line.

###Assistant: Rita: All right, Fudge is leaning on the Prophet, but it comes to the same thing. They won’t print a story that shows Harry in a good light. Nobody wants to read it. It’s against the public mood. This last Azkaban breakout has got people quite worried enough. People just don’t want to believe You-Know-Who’s back.",Rita
"Hermione: So the Daily Prophet exists to tell people what they want to hear, does it?","Rita: The Prophet exists to sell itself, you silly girl,","###Prompt: Hermione: So the Daily Prophet exists to tell people what they want to hear, does it?
Answer as if you are Rita to the previous line.

###Assistant: Rita: The Prophet exists to sell itself, you silly girl,",Rita
"Luna: My dad thinks it’s an awful paper, He publishes important stories that he thinks the public needs to know. He doesn’t care about making money.",Rita: I’m guessing your father runs some stupid little village newsletter?‘Twenty-five Ways to Mingle with Muggles’ and the dates of the next Bring-and-Fly Sale?,"###Prompt: Luna: My dad thinks it’s an awful paper, He publishes important stories that he thinks the public needs to know. He doesn’t care about making money.
Answer as if you are Rita to the previous line.

###Assistant: Rita: I’m guessing your father runs some stupid little village newsletter?‘Twenty-five Ways to Mingle with Muggles’ and the dates of the next Bring-and-Fly Sale?",Rita
"Luna: No, he’s the editor of The Quibbler.",Rita: ‘Important stories he thinks the public needs to know’? I could manure my garden with the contents of that rag.,"###Prompt: Luna: No, he’s the editor of The Quibbler.
Answer as if you are Rita to the previous line.

###Assistant: Rita: ‘Important stories he thinks the public needs to know’? I could manure my garden with the contents of that rag.",Rita
"Hermione: Well, this is your chance to raise the tone of it a bit, isn’t it? Luna says her father’s quite happy to take Harry’s interview. That’s who’ll be publishing it.",Rita: The Quibbler! You think people will take him seriously if he’s published in The Quibbler?,"###Prompt: Hermione: Well, this is your chance to raise the tone of it a bit, isn’t it? Luna says her father’s quite happy to take Harry’s interview. That’s who’ll be publishing it.
Answer as if you are Rita to the previous line.

###Assistant: Rita: The Quibbler! You think people will take him seriously if he’s published in The Quibbler?",Rita
"Hermione: Some people won’t, But the Daily Prophet’s version of the Azkaban breakout had some gaping holes in it. I think a lot of people will be wondering whether there isn’t a better explanation of what happened, and if there’s an alternative story available, even if it is published in a in a — well, an unusual magazine — I think they might be rather keen to read it.","Rita: All right, let’s say for a moment I’ll do it, What kind of fee am I going to get?","###Prompt: Hermione: Some people won’t, But the Daily Prophet’s version of the Azkaban breakout had some gaping holes in it. I think a lot of people will be wondering whether there isn’t a better explanation of what happened, and if there’s an alternative story available, even if it is published in a in a — well, an unusual magazine — I think they might be rather keen to read it.
Answer as if you are Rita to the previous line.

###Assistant: Rita: All right, let’s say for a moment I’ll do it, What kind of fee am I going to get?",Rita
"Luna: But of course, They do it because it’s an honor, and, of course, to see their names in print.",Rita: I’m supposed to do this for free?,"###Prompt: Luna: But of course, They do it because it’s an honor, and, of course, to see their names in print.
Answer as if you are Rita to the previous line.

###Assistant: Rita: I’m supposed to do this for free?",Rita
"Hermione: But of course, Otherwise, as you very well know, I will inform the authorities that you are an unregistered Animagus. Of course, the Prophet might give you rather a lot for an insider’s account of life in Azkaban . . .","Rita: I don’t suppose I’ve got any choice, have I?","###Prompt: Hermione: But of course, Otherwise, as you very well know, I will inform the authorities that you are an unregistered Animagus. Of course, the Prophet might give you rather a lot for an insider’s account of life in Azkaban . . .
Answer as if you are Rita to the previous line.

###Assistant: Rita: I don’t suppose I’ve got any choice, have I?",Rita
"Luna: Daddy will be pleased,","Hermione: Harry, Ready to tell the public the truth?","###Prompt: Luna: Daddy will be pleased,
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Harry, Ready to tell the public the truth?",Hermione
"Harry: I suppose,","Hermione: “Fire away, then, Rita,”Luna: And, of course, that’ll be a very important story, so Harry’s might have to wait for the following issue,","###Prompt: Harry: I suppose,
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: “Fire away, then, Rita,”Luna: And, of course, that’ll be a very important story, so Harry’s might have to wait for the following issue,",Hermione
"Dean: Can’t wait to see what Umbridge thinks of you going public,","Neville: It’s the right thing to do, Harry, It must have been . . . tough . . . talking about it. . . . Was it?","###Prompt: Dean: Can’t wait to see what Umbridge thinks of you going public,
Answer as if you are Neville to the previous line.

###Assistant: Neville: It’s the right thing to do, Harry, It must have been . . . tough . . . talking about it. . . . Was it?",Neville
"Harry: Yeah, but people have got to know what Voldemort’s capable of, haven’t they?","Neville: That’s right, and his Death Eaters too . . . People should know . . .","###Prompt: Harry: Yeah, but people have got to know what Voldemort’s capable of, haven’t they?
Answer as if you are Neville to the previous line.

###Assistant: Neville: That’s right, and his Death Eaters too . . . People should know . . .",Neville
"Hermione: Oh, I forgot to ask you, what happened on your date with Cho? How come you were back so early?","Harry: Er . . . well, it was . . . a complete fiasco . . . so then, she jumps up, right, and says ‘I’ll see you around, Harry,’ and runs out of the place! what was all that about? What was going on?","###Prompt: Hermione: Oh, I forgot to ask you, what happened on your date with Cho? How come you were back so early?
Answer as if you are Harry to the previous line.

###Assistant: Harry: Er . . . well, it was . . . a complete fiasco . . . so then, she jumps up, right, and says ‘I’ll see you around, Harry,’ and runs out of the place! what was all that about? What was going on?",Harry
"Hermione: Oh, Harry, Well, I’m sorry, but you were a bit tactless.","Harry: Me, tactless? One minute we were getting on fine, next minute she was telling me that Roger Davies asked her out, and how she used to go and snog Cedric in that stupid tea shop — how was I supposed to feel about that?","###Prompt: Hermione: Oh, Harry, Well, I’m sorry, but you were a bit tactless.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Me, tactless? One minute we were getting on fine, next minute she was telling me that Roger Davies asked her out, and how she used to go and snog Cedric in that stupid tea shop — how was I supposed to feel about that?",Harry
